Time,Fila Max,Ocupacao,E[N],E[W],Lambda,Erro de Little
82300.000000,44,0.798790,4.115508,2.620311,1.990498,-1.100216
82400.000000,44,0.798772,4.113370,2.614711,1.990291,-1.090667
82500.000000,44,0.798832,4.114656,2.627635,1.990436,-1.115485
82600.000000,44,0.798659,4.111693,1.827770,1.990230,0.474011
82700.000000,44,0.798774,4.114564,1.296447,1.990508,1.533975
82800.000000,44,0.798774,4.113231,1.250155,1.990302,1.625046
82900.000000,44,0.798770,4.111531,1.656795,1.990458,0.813749
83000.000000,44,0.798681,4.109386,1.640897,1.990482,0.843211
83100.000000,44,0.798591,4.107035,1.897523,1.990481,0.330051
83200.000000,44,0.798654,4.106498,1.792662,1.990421,0.538347
83300.000000,44,0.798641,4.105250,1.685273,1.990396,0.750890
83400.000000,44,0.798594,4.103308,1.572045,1.990324,0.974430
83500.000000,44,0.798725,4.103886,0.517148,1.990228,3.074645
83600.000000,44,0.798735,4.103309,0.548049,1.990299,3.012527
83700.000000,44,0.798730,4.101628,0.541744,1.990287,3.023403
83800.000000,44,0.798749,4.100927,0.343447,1.990370,3.417339
83900.000000,44,0.798669,4.099183,1.018036,1.990298,2.072988
84000.000000,44,0.798775,4.100467,0.882325,1.990405,2.344283
84100.000000,44,0.798782,4.100605,0.181912,1.990214,3.738562
84200.000000,44,0.798847,4.102683,0.057867,1.990309,3.987509
84300.000000,44,0.799026,4.106411,0.260242,1.990546,3.588389
84400.000000,44,0.799153,4.106601,0.456387,1.990569,3.198131
84500.000000,44,0.799040,4.107028,0.612477,1.990497,2.887894
84600.000000,44,0.799150,4.108422,0.623914,1.990709,2.866391
84700.000000,44,0.799169,4.108735,0.546421,1.990767,3.020937
84800.000000,44,0.799350,4.111461,1.066205,1.991085,1.988556
84900.000000,44,0.799506,4.114455,1.191595,1.991343,1.741581
85000.000000,44,0.799712,4.120281,1.468762,1.991718,1.194921
85100.000000,44,0.799802,4.121321,1.511459,1.991810,1.110783
85200.000000,44,0.799890,4.122294,1.726393,1.991854,0.683571
85300.000000,44,0.799980,4.124718,1.751940,1.992098,0.634681
85400.000000,44,0.800091,4.125141,1.471416,1.992330,1.193595
85500.000000,44,0.800016,4.124168,1.508305,1.992327,1.119131
85600.000000,44,0.799998,4.125827,1.368748,1.992383,1.398757
85700.000000,44,0.799909,4.123407,1.446259,1.992275,1.242060
85800.000000,44,0.799854,4.120560,1.615542,1.992343,0.901846
85900.000000,44,0.799815,4.118563,1.891256,1.992119,0.350957
86000.000000,44,0.799817,4.118393,1.873960,1.992244,0.385007
86100.000000,44,0.799879,4.118837,2.014433,1.992184,0.105716
86200.000000,44,0.799911,4.118151,2.634612,1.992332,-1.130870
86300.000000,44,0.799916,4.116371,2.556117,1.992178,-0.975871
86400.000000,44,0.799991,4.116744,2.533714,1.992338,-0.931271
86500.000000,44,0.800060,4.117765,2.862924,1.992335,-1.586140
86600.000000,44,0.799976,4.115322,2.951470,1.992113,-1.764339
86700.000000,44,0.799902,4.112835,2.856539,1.992053,-1.577542
86800.000000,44,0.799918,4.112006,2.697293,1.992097,-1.261263
86900.000000,44,0.799770,4.109579,2.512576,1.991853,-0.895102
87000.000000,44,0.799720,4.109518,2.724397,1.991839,-1.317043
87100.000000,44,0.799582,4.106687,2.611703,1.991699,-1.095039
87200.000000,44,0.799574,4.106782,2.640342,1.991548,-1.151586
87300.000000,44,0.799480,4.106099,2.265386,1.991443,-0.405289
87400.000000,44,0.799499,4.104762,2.444952,1.991487,-0.764330
87500.000000,44,0.799462,4.103488,2.736109,1.991463,-1.345371
87600.000000,44,0.799491,4.102586,2.741854,1.991598,-1.358084
87700.000000,44,0.799408,4.100697,2.952222,1.991425,-1.778431
87800.000000,44,0.799428,4.101409,3.758161,1.991469,-3.382853
87900.000000,44,0.799499,4.106020,3.715163,1.991593,-3.293071
88000.000000,44,0.799421,4.104384,3.778859,1.991557,-3.421429
88100.000000,44,0.799325,4.102233,4.221026,1.991305,-4.303118
88200.000000,44,0.799303,4.100832,4.479341,1.991270,-4.818743
88300.000000,44,0.799445,4.104078,4.483159,1.991552,-4.824365
88400.000000,44,0.799417,4.102795,3.959727,1.991572,-3.783287
88500.000000,44,0.799544,4.107962,4.396474,1.991718,-4.648573
88600.000000,44,0.799617,4.110413,4.537793,1.991828,-4.928092
88700.000000,44,0.799605,4.110149,4.745746,1.991871,-5.342767
88800.000000,44,0.799558,4.109686,4.740175,1.991644,-5.331056
88900.000000,44,0.799432,4.107107,5.653268,1.991496,-7.151355
89000.000000,44,0.799442,4.106618,5.341138,1.991640,-6.531009
89100.000000,44,0.799396,4.104730,5.107131,1.991672,-6.067001
89200.000000,44,0.799398,4.105916,4.972782,1.991850,-5.799118
89300.000000,44,0.799292,4.103665,5.281171,1.991680,-6.414737
89400.000000,44,0.799246,4.102471,4.959604,1.991678,-5.775463
89500.000000,44,0.799096,4.099579,4.768121,1.991698,-5.397079
89600.000000,44,0.799063,4.098322,4.754925,1.991574,-5.371462
89700.000000,44,0.799193,4.101670,4.565420,1.991594,-4.990795
89800.000000,44,0.799216,4.099484,4.443561,1.991548,-4.750080
89900.000000,44,0.799255,4.099269,3.886336,1.991746,-3.641327
90000.000000,44,0.799277,4.097754,4.018244,1.991756,-3.905606
90100.000000,44,0.799219,4.096294,3.982886,1.991643,-3.836191
90200.000000,44,0.799349,4.096739,3.880082,1.992018,-3.632453
90300.000000,44,0.799338,4.095212,4.313189,1.992159,-4.497348
90400.000000,44,0.799321,4.093789,4.230480,1.992212,-4.334225
90500.000000,44,0.799270,4.092434,3.771136,1.992188,-3.420377
90600.000000,44,0.799267,4.090675,3.614470,1.992241,-3.110219
90700.000000,44,0.799131,4.087920,4.224291,1.992106,-4.327316
90800.000000,44,0.799187,4.088780,4.186186,1.992026,-4.250213
90900.000000,44,0.799249,4.088850,4.337843,1.992398,-4.553862
91000.000000,44,0.799390,4.091925,4.118177,1.992604,-4.113971
91100.000000,44,0.799355,4.090620,4.280696,1.992569,-4.438960
91200.000000,44,0.799423,4.090539,4.888813,1.992873,-5.652243
91300.000000,44,0.799532,4.095849,5.092438,1.993078,-6.053776
91400.000000,44,0.799471,4.094125,5.281053,1.992888,-6.430424
91500.000000,44,0.799441,4.093569,5.614425,1.992918,-7.095520
91600.000000,44,0.799424,4.092477,5.560263,1.992893,-6.988532
91700.000000,44,0.799474,4.092717,6.454370,1.992977,-8.770694
91800.000000,44,0.799462,4.091953,6.444356,1.992778,-8.750215
91900.000000,44,0.799483,4.092430,6.222015,1.992818,-8.306915
92000.000000,44,0.799485,4.090950,6.424255,1.992761,-8.711054
92100.000000,44,0.799525,4.091651,6.801780,1.992845,-9.463239
92200.000000,44,0.799531,4.090908,6.867618,1.992874,-9.595391
92300.000000,44,0.799544,4.094298,7.095740,1.992893,-10.046751
92400.000000,44,0.799530,4.095061,7.345677,1.992814,-10.543507
92500.000000,44,0.799400,4.093299,7.594075,1.992692,-11.039352
92600.000000,44,0.799278,4.091454,7.338660,1.992289,-10.529280
92700.000000,44,0.799342,4.090535,7.418427,1.992524,-10.690861
92800.000000,44,0.799425,4.090671,7.150471,1.992705,-10.158106
92900.000000,44,0.799485,4.093783,7.238281,1.992874,-10.331199
93000.000000,44,0.799453,4.094317,7.650847,1.992828,-11.152505
93100.000000,44,0.799450,4.094203,7.661693,1.992836,-11.174291
93200.000000,44,0.799438,4.092470,7.784406,1.992897,-11.421049
93300.000000,44,0.799349,4.092280,7.659448,1.992701,-11.170709
93400.000000,44,0.799323,4.090530,7.970733,1.992687,-11.792648
93500.000000,44,0.799355,4.090658,7.760032,1.992631,-11.372224
93600.000000,44,0.799442,4.091731,7.663313,1.992724,-11.179140
93700.000000,44,0.799472,4.092579,7.710922,1.993063,-11.275774
93800.000000,44,0.799391,4.091875,7.719804,1.992996,-11.293661
93900.000000,44,0.799462,4.092163,7.737186,1.993110,-11.328899
94000.000000,44,0.799598,4.093754,7.784333,1.993394,-11.423486
94100.000000,44,0.799674,4.096126,7.558302,1.993464,-10.971079
94200.000000,44,0.799745,4.097079,7.463017,1.993439,-10.779994
94300.000000,44,0.799874,4.102125,7.416771,1.993775,-10.685249
94400.000000,44,0.799955,4.102040,7.339884,1.993739,-10.531776
94500.000000,44,0.800003,4.101832,7.987900,1.993820,-11.824604
94600.000000,44,0.800033,4.100747,8.044510,1.993953,-11.939632
94700.000000,44,0.799964,4.098663,8.111412,1.993812,-12.073967
94800.000000,44,0.799921,4.097327,8.376034,1.993724,-12.602171
94900.000000,44,0.799963,4.101484,8.651926,1.993688,-13.147756
95000.000000,44,0.799914,4.099890,8.200817,1.993768,-12.250641
95100.000000,44,0.799824,4.097787,8.002633,1.993680,-11.856906
95200.000000,44,0.799886,4.099336,8.030179,1.993582,-11.909484
95300.000000,44,0.799823,4.098001,8.284581,1.993305,-12.415698
95400.000000,44,0.799881,4.097686,7.999649,1.993354,-11.848448
95500.000000,44,0.799864,4.096013,8.001470,1.993225,-11.852718
95600.000000,44,0.799826,4.094604,8.358624,1.993285,-12.566512
95700.000000,44,0.799756,4.093610,8.037506,1.993218,-11.926895
95800.000000,44,0.799776,4.095439,8.276485,1.993111,-12.400511
95900.000000,44,0.799863,4.098403,8.120698,1.993420,-12.089561
96000.000000,44,0.799781,4.096885,8.665975,1.993240,-13.176480
96100.000000,44,0.799748,4.095249,8.770389,1.993184,-13.385751
96200.000000,44,0.799672,4.093961,8.712693,1.993056,-13.270925
96300.000000,44,0.799739,4.095052,8.653868,1.993209,-13.153912
96400.000000,44,0.799644,4.092591,8.695898,1.993008,-13.238407
96500.000000,44,0.799502,4.091319,9.114857,1.992881,-14.073504
96600.000000,44,0.799412,4.089707,9.114218,1.992785,-14.072967
96700.000000,44,0.799505,4.089597,8.398850,1.992989,-12.649216
96800.000000,44,0.799549,4.089507,8.142230,1.993151,-12.139185
96900.000000,44,0.799606,4.089638,7.431579,1.993199,-10.722980
97000.000000,44,0.799727,4.091127,7.511968,1.993258,-10.882160
97100.000000,44,0.799748,4.091443,7.586909,1.993223,-11.030962
97200.000000,44,0.799681,4.089582,7.464884,1.993158,-10.789115
97300.000000,44,0.799841,4.092050,7.603616,1.993320,-11.064388
97400.000000,44,0.799857,4.093101,8.275294,1.993316,-12.402177
97500.000000,44,0.799959,4.093322,8.182259,1.993446,-12.217572
97600.000000,44,0.800061,4.095795,7.760599,1.993576,-11.375549
97700.000000,44,0.799998,4.094140,7.787087,1.993419,-11.428783
97800.000000,44,0.799836,4.092012,7.801968,1.993282,-11.459511
97900.000000,44,0.799831,4.091288,8.087391,1.993422,-12.030295
98000.000000,44,0.799809,4.090767,8.039343,1.993378,-11.934679
98100.000000,44,0.799850,4.089756,8.191602,1.993435,-12.239672
98200.000000,44,0.799800,4.088933,8.222672,1.993259,-12.300979
98300.000000,44,0.799835,4.087791,8.270808,1.993377,-12.399051
98400.000000,44,0.799915,4.092401,8.571761,1.993577,-12.996067
98500.000000,44,0.799907,4.091268,8.380463,1.993513,-12.615292
98600.000000,44,0.799895,4.090959,8.390084,1.993438,-12.634154
98700.000000,44,0.799792,4.089203,8.405539,1.993374,-12.666179
98800.000000,44,0.799819,4.088376,8.090831,1.993229,-12.038500
98900.000000,44,0.799915,4.087427,8.079582,1.993337,-12.017900
99000.000000,44,0.799945,4.087567,8.057220,1.993323,-11.973076
99100.000000,44,0.800050,4.089199,7.627995,1.993269,-11.115451
99200.000000,44,0.800071,4.089573,8.796608,1.993206,-13.443876
99300.000000,44,0.800179,4.096436,8.781995,1.993323,-13.408918
99400.000000,44,0.800014,4.094355,9.092129,1.993219,-14.028253
99500.000000,44,0.800001,4.093901,8.870665,1.993156,-13.586717
99600.000000,44,0.800092,4.099634,8.591465,1.993343,-13.026105
99700.000000,44,0.800057,4.098287,8.449572,1.993340,-12.744582
99800.000000,44,0.800168,4.102210,8.334014,1.993517,-12.511789
99900.000000,44,0.800201,4.101697,8.072587,1.993493,-11.990953
100000.000000,44,0.800115,4.099665,8.608523,1.993400,-13.060564
100000.059892,44,0.800115,4.099698,8.114703,1.993409,-12.076223
