Time,Fila Max,Ocupacao,E[N],E[W],Lambda,Erro de Little
40900.000000,43,0.798397,4.036200,-0.111083,1.986675,4.256886
41000.000000,43,0.798208,4.033955,0.020830,1.986463,3.992577
41100.000000,43,0.798157,4.032231,-0.052354,1.986472,4.136230
41200.000000,43,0.798209,4.032139,-0.192363,1.986456,4.414259
41300.000000,43,0.798064,4.028923,-0.000930,1.986174,4.030771
41400.000000,43,0.797706,4.023369,-0.005256,1.985845,4.033806
41500.000000,43,0.797635,4.019497,0.070172,1.985735,3.880154
41600.000000,43,0.797650,4.016227,0.422818,1.985649,3.176658
41700.000000,43,0.797770,4.013780,0.324264,1.985731,3.369880
41800.000000,43,0.797789,4.011157,0.391951,1.985766,3.232834
41900.000000,43,0.797906,4.011307,0.369911,1.986014,3.276658
42000.000000,43,0.798115,4.014880,0.333128,1.986310,3.353184
42100.000000,43,0.798091,4.010978,0.075803,1.986247,3.860416
42200.000000,43,0.797972,4.008097,0.110947,1.986090,3.787745
42300.000000,43,0.798204,4.022593,0.041704,1.986265,3.939757
42400.000000,43,0.798359,4.028332,-0.097739,1.986910,4.222530
42500.000000,43,0.798114,4.024324,-0.087410,1.987035,4.198011
42600.000000,43,0.798156,4.022970,-0.210508,1.987113,4.441274
42700.000000,43,0.798408,4.023919,-0.046379,1.987283,4.116088
42800.000000,43,0.798392,4.020719,-0.041914,1.987593,4.104027
42900.000000,43,0.798222,4.021645,-0.114904,1.987739,4.250044
43000.000000,43,0.798079,4.017235,-0.051286,1.987535,4.119168
43100.000000,43,0.797960,4.014689,-0.024263,1.987332,4.062908
43200.000000,43,0.798185,4.020264,-0.231077,1.987523,4.479535
43300.000000,43,0.798026,4.015959,-0.412357,1.987182,4.835387
43400.000000,43,0.797855,4.012513,-0.170650,1.986797,4.351560
43500.000000,43,0.797953,4.014228,-0.112841,1.986920,4.238434
43600.000000,43,0.797970,4.013699,0.511946,1.986812,2.996559
43700.000000,43,0.798041,4.016603,0.875251,1.986568,2.277857
43800.000000,43,0.798284,4.016094,0.942242,1.986644,2.144194
43900.000000,43,0.798221,4.013895,0.986891,1.986264,2.053668
44000.000000,43,0.798139,4.010981,1.002989,1.986341,2.018704
44100.000000,43,0.798231,4.011167,1.186364,1.986916,1.653961
44200.000000,43,0.798381,4.012731,1.223454,1.987376,1.581268
44300.000000,43,0.798130,4.009829,1.158284,1.986953,1.708374
44400.000000,43,0.798370,4.020446,1.520644,1.987432,0.998268
44500.000000,43,0.798411,4.026189,1.628894,1.987730,0.788387
44600.000000,43,0.798618,4.033852,1.559739,1.987892,0.933258
44700.000000,43,0.798456,4.032094,1.475299,1.987808,1.099483
44800.000000,43,0.798479,4.030066,1.546972,1.987478,0.955494
44900.000000,43,0.798434,4.027120,1.796706,1.987528,0.456117
45000.000000,43,0.798868,4.049103,1.547838,1.987889,0.972173
45100.000000,43,0.799111,4.058710,1.594738,1.987738,0.888788
45200.000000,43,0.798999,4.054984,1.957919,1.987633,0.163360
45300.000000,43,0.799052,4.053755,1.839903,1.987660,0.396653
45400.000000,43,0.798887,4.049932,1.945647,1.987093,0.183752
45500.000000,43,0.798583,4.043805,1.885095,1.986440,0.299178
45600.000000,43,0.798376,4.040589,2.181791,1.985899,-0.292228
45700.000000,43,0.798549,4.046439,2.447259,1.986411,-0.814824
45800.000000,43,0.798420,4.044274,2.362100,1.986179,-0.647279
45900.000000,43,0.798763,4.054612,2.401502,1.987081,-0.717365
46000.000000,43,0.798558,4.051595,2.506607,1.987022,-0.929086
46100.000000,43,0.798702,4.052928,2.536022,1.987527,-0.987486
46200.000000,43,0.798946,4.054091,2.917517,1.987554,-1.744632
46300.000000,43,0.799165,4.055319,2.622141,1.987754,-1.156851
46400.000000,43,0.799296,4.058673,2.667273,1.987931,-1.243683
46500.000000,43,0.799451,4.066654,2.253606,1.988280,-0.414144
46600.000000,43,0.799517,4.067058,2.174673,1.988326,-0.256901
46700.000000,43,0.799402,4.066953,2.171105,1.988437,-0.250151
46800.000000,43,0.799286,4.063102,1.806168,1.988077,0.472300
46900.000000,43,0.799139,4.059306,1.982086,1.987996,0.118928
47000.000000,43,0.798927,4.056959,2.132468,1.987638,-0.181615
47100.000000,43,0.799058,4.058353,2.150513,1.987792,-0.216419
47200.000000,43,0.799149,4.057062,2.246777,1.987966,-0.409454
47300.000000,43,0.799163,4.056760,2.280912,1.988013,-0.477723
47400.000000,43,0.799135,4.052259,2.539545,1.987848,-0.995971
47500.000000,43,0.799109,4.048584,2.436762,1.987684,-0.794929
47600.000000,43,0.799111,4.048005,2.372627,1.987353,-0.667243
47700.000000,43,0.799185,4.046244,1.951693,1.987254,0.167735
47800.000000,43,0.799185,4.043013,2.093959,1.987008,-0.117702
47900.000000,43,0.799323,4.043119,2.163544,1.987370,-0.256642
48000.000000,43,0.799244,4.041754,1.868689,1.987562,0.327617
48100.000000,43,0.799119,4.039607,1.717848,1.987089,0.626089
48200.000000,43,0.799227,4.037758,1.725183,1.987448,0.609046
48300.000000,43,0.799101,4.035442,1.741527,1.987557,0.574057
48400.000000,43,0.799003,4.032311,2.455265,1.987459,-0.847426
48500.000000,43,0.799095,4.033850,2.405190,1.987237,-0.745833
48600.000000,43,0.798997,4.029926,2.437213,1.987119,-0.813107
48700.000000,43,0.799072,4.037845,2.487336,1.986920,-0.904291
48800.000000,43,0.798941,4.032449,2.633668,1.986660,-1.199754
48900.000000,43,0.798920,4.029513,2.614330,1.986605,-1.164128
49000.000000,43,0.798664,4.025634,2.511393,1.986367,-0.962915
49100.000000,43,0.798451,4.020630,2.672616,1.986395,-1.288242
49200.000000,43,0.798735,4.027361,2.074264,1.986870,-0.093931
49300.000000,43,0.798668,4.024579,2.418406,1.986876,-0.780495
49400.000000,43,0.798597,4.021570,1.963857,1.987146,0.119100
49500.000000,43,0.798788,4.028846,2.056475,1.987434,-0.058263
49600.000000,43,0.798704,4.024945,1.677092,1.987319,0.692029
49700.000000,43,0.798486,4.022111,1.638245,1.986861,0.767146
49800.000000,43,0.798320,4.019479,1.392676,1.986446,1.253002
49900.000000,43,0.798108,4.015385,1.349323,1.986333,1.335181
50000.000000,43,0.798249,4.017198,1.362964,1.986240,1.310025
50100.000000,43,0.798286,4.016003,1.697783,1.986567,0.643243
50200.000000,43,0.798274,4.013358,0.758020,1.986514,2.507541
50300.000000,43,0.798233,4.010642,0.336251,1.986759,3.342592
50400.000000,43,0.798068,4.006785,0.524914,1.986508,2.964039
50500.000000,43,0.798164,4.011390,0.078048,1.986693,3.856332
50600.000000,43,0.798465,4.016198,-0.874639,1.986957,5.754068
50700.000000,43,0.798641,4.021293,-1.080985,1.987041,6.169254
50800.000000,43,0.798418,4.017212,-1.062917,1.987047,6.129277
50900.000000,43,0.798476,4.020958,-0.651383,1.987112,5.315330
51000.000000,43,0.798260,4.016057,-0.038908,1.986725,4.093357
51100.000000,43,0.798372,4.018259,0.202781,1.986888,3.615355
51200.000000,43,0.798218,4.014549,0.080462,1.986641,3.854699
51300.000000,43,0.798078,4.010660,0.078853,1.986452,3.854022
51400.000000,43,0.797815,4.006472,0.146065,1.986420,3.716326
51500.000000,43,0.798131,4.013355,-0.151596,1.987029,4.314580
51600.000000,43,0.798408,4.027873,-0.003797,1.987422,4.035420
51700.000000,43,0.798364,4.024832,-0.075530,1.987195,4.174924
51800.000000,43,0.798438,4.031755,-0.009060,1.987259,4.049760
51900.000000,43,0.798530,4.030057,-0.040361,1.987649,4.110281
52000.000000,43,0.798543,4.029397,-0.263557,1.987962,4.553338
52100.000000,43,0.798651,4.028122,-0.373781,1.988177,4.771265
52200.000000,43,0.798625,4.029035,-0.217654,1.988257,4.461787
52300.000000,43,0.798311,4.024354,-0.112170,1.987935,4.247341
52400.000000,43,0.798182,4.021177,-0.093786,1.987653,4.207592
52500.000000,43,0.798106,4.018717,-0.144148,1.987562,4.305221
52600.000000,43,0.798420,4.028761,-0.309500,1.987795,4.643982
52700.000000,43,0.798475,4.027908,-0.403626,1.988121,4.830365
52800.000000,43,0.798484,4.026557,-0.175691,1.988428,4.375906
52900.000000,43,0.798351,4.022810,-0.476707,1.988204,4.970600
53000.000000,43,0.798512,4.025542,-0.454110,1.988698,4.928630
53100.000000,43,0.798516,4.024006,-0.476838,1.988832,4.972356
53200.000000,43,0.798780,4.028966,-0.686840,1.989229,5.395247
53300.000000,43,0.798755,4.033739,-0.275211,1.989456,4.581260
53400.000000,43,0.798624,4.030064,-0.378954,1.989270,4.783906
53500.000000,43,0.798735,4.030314,-0.540922,1.989533,5.106496
53600.000000,43,0.798683,4.029869,-0.428145,1.989701,4.881750
53700.000000,43,0.798680,4.030536,-0.577456,1.989479,5.179372
53800.000000,43,0.798467,4.027555,-0.458985,1.989238,4.940585
53900.000000,43,0.798359,4.026620,-0.159529,1.989165,4.343951
54000.000000,43,0.798190,4.024131,-0.704433,1.989111,5.425327
54100.000000,43,0.798061,4.022812,-0.652886,1.989205,5.321536
54200.000000,43,0.798162,4.024464,-0.797788,1.989280,5.611487
54300.000000,43,0.798332,4.030898,-0.856104,1.989687,5.734277
54400.000000,43,0.798354,4.030144,-1.144431,1.989669,6.307182
54500.000000,43,0.798546,4.042613,-1.003657,1.989853,6.039744
54600.000000,43,0.798686,4.042683,-0.938405,1.989780,5.909903
54700.000000,43,0.798563,4.039280,-0.877860,1.989726,5.785982
54800.000000,43,0.798284,4.034464,-0.689953,1.989307,5.406992
54900.000000,43,0.798307,4.035903,-0.605174,1.989526,5.239913
55000.000000,43,0.798304,4.033965,-0.545882,1.989582,5.120041
55100.000000,43,0.798336,4.037600,-0.422646,1.989528,4.878466
55200.000000,43,0.798540,4.042659,-0.941606,1.989964,5.916420
55300.000000,43,0.798550,4.043967,-1.112009,1.990090,6.256965
55400.000000,43,0.798329,4.040692,-1.261562,1.989819,6.550972
55500.000000,43,0.798294,4.039106,-1.062051,1.989928,6.152512
55600.000000,43,0.798367,4.038301,-1.204688,1.989730,6.435306
55700.000000,43,0.798323,4.037183,-0.780314,1.989390,5.589531
55800.000000,43,0.798413,4.036757,-0.628036,1.989767,5.286403
55900.000000,43,0.798443,4.035997,-0.553612,1.989767,5.137555
56000.000000,43,0.798565,4.036292,-0.783043,1.989804,5.594393
56100.000000,43,0.798520,4.033539,-1.143599,1.989768,6.309036
56200.000000,43,0.798567,4.034122,-0.750826,1.989875,5.528173
56300.000000,43,0.798791,4.041287,-0.698287,1.990142,5.430977
56400.000000,43,0.798696,4.038257,-0.575386,1.990177,5.183377
56500.000000,43,0.798656,4.035853,-0.331395,1.990071,4.695352
56600.000000,43,0.798820,4.036017,-0.315380,1.990318,4.663723
56700.000000,43,0.798728,4.035905,-0.428496,1.990353,4.888762
56800.000000,43,0.798578,4.033518,-0.454046,1.990106,4.937117
56900.000000,43,0.798580,4.031296,-0.399406,1.990351,4.826255
57000.000000,43,0.798621,4.029415,-0.462498,1.990526,4.950030
57100.000000,43,0.798560,4.027509,-0.538997,1.990298,5.100275
57200.000000,43,0.798455,4.024551,-1.119039,1.990227,6.251693
57300.000000,43,0.798686,4.028025,-1.390183,1.990646,6.795387
57400.000000,43,0.798902,4.031493,-1.248612,1.990749,6.517165
57500.000000,43,0.799108,4.042558,-1.763811,1.991287,7.554812
57600.000000,43,0.799150,4.044906,-1.699181,1.991372,7.428607
57700.000000,43,0.799241,4.044873,-1.992100,1.991768,8.012673
57800.000000,43,0.799193,4.042052,-1.967642,1.991799,7.961199
57900.000000,43,0.799259,4.041107,-2.110428,1.991865,8.244795
58000.000000,43,0.799271,4.041146,-2.546628,1.991707,9.113283
58100.000000,43,0.799263,4.039370,-2.994256,1.991721,10.003093
58200.000000,43,0.799302,4.039243,-2.648697,1.991838,9.315019
58300.000000,43,0.799343,4.040310,-2.518875,1.991767,9.057322
58400.000000,43,0.799514,4.045062,-2.284516,1.991678,8.595082
58500.000000,43,0.799848,4.072417,-2.143762,1.992034,8.342865
58600.000000,43,0.799919,4.077679,-1.928108,1.992082,7.918627
58700.000000,43,0.799747,4.074048,-2.134137,1.992078,8.325416
58800.000000,43,0.799639,4.070861,-1.909726,1.991888,7.874821
58900.000000,43,0.799638,4.071076,-2.097808,1.991986,8.249881
59000.000000,43,0.799711,4.069981,-1.681638,1.992322,7.420345
59100.000000,43,0.799692,4.069168,-1.251360,1.992115,6.562021
59200.000000,43,0.799745,4.066702,-0.628504,1.991909,5.318625
59300.000000,43,0.799817,4.065731,-0.330708,1.992243,4.724581
59400.000000,43,0.799920,4.065653,-0.350637,1.992374,4.764253
59500.000000,43,0.799895,4.064474,-0.646070,1.992336,5.351662
59600.000000,43,0.800014,4.068421,-0.524024,1.992534,5.112557
59700.000000,43,0.800042,4.067421,-0.795822,1.992446,5.653053
59800.000000,43,0.799976,4.065210,-0.758250,1.992174,5.575776
59900.000000,43,0.799988,4.064232,-1.112698,1.992454,6.281232
60000.000000,43,0.799983,4.062876,-2.899682,1.992483,9.840443
60100.000000,43,0.800048,4.062636,-3.214990,1.992912,10.469828
60200.000000,43,0.799969,4.059850,-3.577285,1.992674,11.188214
60300.000000,43,0.799890,4.056754,-3.818288,1.992504,11.664708
60400.000000,43,0.799475,4.052187,-3.545710,1.992103,11.115606
60500.000000,43,0.799585,4.060007,-3.383544,1.992628,10.802152
60600.000000,43,0.799892,4.075686,-3.347536,1.992954,10.747170
60700.000000,43,0.799781,4.072031,-3.308510,1.992784,10.665178
60800.000000,43,0.799741,4.070611,-3.243535,1.992780,10.534262
60900.000000,43,0.799722,4.068475,-2.987800,1.992939,10.022978
61000.000000,43,0.799887,4.075153,-2.965627,1.993082,9.985891
61100.000000,43,0.799963,4.081423,-3.020333,1.993044,10.101081
61200.000000,43,0.799784,4.077091,-2.880607,1.992859,9.817737
61300.000000,43,0.799745,4.074666,-3.090254,1.992659,10.232489
61400.000000,43,0.799714,4.073327,-2.658547,1.992720,9.371067
61500.000000,43,0.799777,4.072754,-2.627172,1.992911,9.308473
61600.000000,43,0.799930,4.073545,-2.566786,1.993263,9.189825
61700.000000,43,0.800075,4.074387,-2.806777,1.993663,9.670155
61800.000000,43,0.799797,4.070335,-3.103208,1.993204,10.255661
61900.000000,43,0.799778,4.070804,-2.987757,1.993247,10.026142
62000.000000,43,0.799781,4.070466,-2.933806,1.993339,9.918535
62100.000000,43,0.799945,4.076588,-3.814713,1.993591,11.681565
62200.000000,43,0.799918,4.073879,-3.817165,1.993457,11.683231
62300.000000,43,0.800011,4.073455,-4.422339,1.993579,12.889739
62400.000000,43,0.800035,4.071548,-4.364464,1.993830,12.773548
62500.000000,43,0.800033,4.068761,-4.519914,1.993728,13.080241
62600.000000,43,0.800005,4.066836,-3.931261,1.993594,11.904176
62700.000000,43,0.799876,4.064112,-3.947087,1.993477,11.932539
62800.000000,43,0.799827,4.061500,-3.778408,1.993376,11.593288
62900.000000,43,0.799490,4.057439,-3.429169,1.992925,10.891516
63000.000000,43,0.799374,4.055267,-3.406878,1.993032,10.845283
63100.000000,43,0.799661,4.067344,-3.364902,1.993328,10.774697
63200.000000,43,0.799964,4.086119,-3.789228,1.994177,11.642511
63300.000000,43,0.800162,4.089565,-3.327438,1.994360,10.725675
63400.000000,43,0.800213,4.089197,-3.324538,1.994543,10.720131
63500.000000,43,0.800124,4.088630,-4.421709,1.994047,12.905726
63600.000000,43,0.799970,4.085176,-4.383192,1.994009,12.825302
63700.000000,43,0.799828,4.081687,-4.377865,1.993673,12.809720
63800.000000,43,0.799778,4.080766,-4.428627,1.993715,12.910185
63900.000000,43,0.799834,4.079058,-4.913767,1.993474,13.874526
64000.000000,43,0.799912,4.080081,-4.446913,1.993688,12.945835
64100.000000,43,0.800034,4.083070,-4.193095,1.994025,12.444206
64200.000000,43,0.799904,4.080401,-4.277005,1.994143,12.609362
64300.000000,43,0.799889,4.079500,-4.103448,1.994230,12.262719
64400.000000,43,0.799735,4.078199,-3.816405,1.994084,11.688431
64500.000000,43,0.799459,4.074827,-3.640713,1.993442,11.332376
64600.000000,43,0.799478,4.073034,-3.693816,1.993514,11.436707
64700.000000,43,0.799452,4.070953,-3.856163,1.993199,11.757056
64800.000000,43,0.799519,4.070060,-3.584384,1.993164,11.214325
64900.000000,43,0.799559,4.068445,-3.559413,1.993035,11.162481
65000.000000,43,0.799631,4.068272,-3.241729,1.993031,10.529137
65100.000000,43,0.799725,4.067365,-3.195588,1.993257,10.436991
65200.000000,43,0.799614,4.064529,-3.313701,1.992991,10.668704
65300.000000,43,0.799691,4.066418,-3.717027,1.992818,11.473776
65400.000000,43,0.799569,4.064037,-3.482584,1.992630,11.003538
65500.000000,43,0.799593,4.064432,-3.654819,1.992550,11.346840
65600.000000,43,0.799582,4.063021,-3.922882,1.992591,11.879722
65700.000000,43,0.799566,4.061210,-4.246957,1.992588,12.523643
65800.000000,43,0.799535,4.059705,-3.971273,1.992705,11.973280
65900.000000,43,0.799397,4.056568,-3.701824,1.992443,11.432240
66000.000000,43,0.799527,4.061429,-3.713049,1.992530,11.459791
66100.000000,43,0.799432,4.060581,-3.736889,1.992300,11.505584
66200.000000,43,0.799439,4.061484,-3.825559,1.992130,11.682495
66300.000000,43,0.799170,4.057059,-4.042077,1.991780,12.107987
66400.000000,43,0.799255,4.057194,-4.098844,1.991762,12.221117
66500.000000,43,0.799258,4.055518,-4.240610,1.991534,12.500837
66600.000000,43,0.799153,4.053023,-3.953370,1.991577,11.926463
66700.000000,43,0.799112,4.050986,-3.668418,1.991724,11.357462
66800.000000,43,0.799005,4.048114,-3.856789,1.991317,11.728204
66900.000000,43,0.798801,4.044278,-3.701179,1.991001,11.413331
67000.000000,43,0.798832,4.045024,-3.522265,1.990791,11.057119
67100.000000,43,0.798915,4.045135,-3.420161,1.991118,10.855077
67200.000000,43,0.798955,4.044954,-3.442401,1.991146,10.899275
67300.000000,43,0.799034,4.044271,-3.520122,1.990996,11.052818
67400.000000,43,0.798872,4.040659,-3.577343,1.990950,11.162969
67500.000000,43,0.798805,4.037568,-3.244021,1.990800,10.495766
67600.000000,43,0.798788,4.035529,-3.211307,1.990828,10.428690
67700.000000,43,0.798937,4.036604,-3.159075,1.990960,10.326197
67800.000000,43,0.799056,4.036414,-3.509409,1.991195,11.024331
67900.000000,43,0.798948,4.034270,-3.456465,1.990781,10.915333
68000.000000,43,0.798993,4.034890,-4.946237,1.990721,13.881465
68100.000000,43,0.798998,4.037179,-4.466529,1.990925,12.929704
68200.000000,43,0.799131,4.038367,-4.218731,1.991158,12.438528
68300.000000,43,0.799183,4.038946,-4.081124,1.991171,12.165162
68400.000000,43,0.799196,4.036572,-3.889054,1.991170,11.780338
68500.000000,43,0.799212,4.036455,-3.976903,1.991168,11.955136
68600.000000,43,0.799219,4.034406,-3.892908,1.991414,11.786797
68700.000000,43,0.799108,4.031417,-4.314071,1.991339,12.622196
68800.000000,43,0.798990,4.028548,-4.383974,1.991090,12.757434
68900.000000,43,0.798999,4.026640,-4.557647,1.990987,13.100856
69000.000000,43,0.798850,4.024444,-4.833034,1.990841,13.646243
69100.000000,43,0.798846,4.023555,-4.859556,1.990781,13.697869
69200.000000,43,0.798912,4.023468,-5.131787,1.990737,14.239506
69300.000000,43,0.798983,4.023106,-5.512721,1.991010,14.998990
69400.000000,43,0.799009,4.023012,-5.439614,1.990994,14.853252
69500.000000,43,0.798995,4.021445,-5.378213,1.991165,14.730357
69600.000000,43,0.799147,4.024538,-5.396772,1.991480,14.772101
69700.000000,43,0.799275,4.027601,-4.936585,1.991822,13.860401
69800.000000,43,0.799170,4.025042,-4.413589,1.991676,12.815482
69900.000000,43,0.799155,4.023088,-4.259997,1.991731,12.507857
70000.000000,43,0.798935,4.019366,-3.756420,1.991443,11.500061
70100.000000,43,0.798944,4.018094,-3.421744,1.991284,10.831757
70200.000000,43,0.798918,4.018080,-3.261240,1.991168,10.511756
70300.000000,43,0.798863,4.015189,-3.034253,1.991110,10.056720
70400.000000,43,0.798684,4.011961,-2.966294,1.990866,9.917456
70500.000000,43,0.798695,4.011078,-2.997096,1.990936,9.978105
70600.000000,43,0.798635,4.010078,-3.024808,1.990807,10.031888
70700.000000,43,0.798556,4.009089,-2.926847,1.990919,9.836206
70800.000000,43,0.798770,4.013946,-2.899073,1.991031,9.786092
70900.000000,43,0.798787,4.016278,-3.270090,1.991368,10.528230
71000.000000,43,0.798760,4.015214,-3.123959,1.991380,10.236204
71100.000000,43,0.798720,4.012921,-3.042357,1.991392,10.071447
71200.000000,43,0.798812,4.013123,-2.777620,1.991629,9.545112
71300.000000,43,0.798800,4.013068,-2.928518,1.991445,9.845049
71400.000000,43,0.798846,4.013027,-2.760261,1.991541,9.510199
71500.000000,43,0.798768,4.012663,-3.306974,1.991161,10.597380
71600.000000,43,0.798591,4.009757,-3.086775,1.990880,10.155155
71700.000000,43,0.798484,4.006904,-2.414799,1.990600,8.813802
71800.000000,43,0.798347,4.005947,-2.390152,1.990432,8.763381
71900.000000,43,0.798248,4.004036,-2.283926,1.990459,8.550097
72000.000000,43,0.798199,4.001704,-2.304205,1.990292,8.587744
72100.000000,43,0.798242,4.005932,-2.147191,1.990444,8.279795
72200.000000,43,0.798303,4.006430,-1.248787,1.990665,6.492346
72300.000000,43,0.798261,4.003831,-0.944310,1.990567,5.883543
72400.000000,43,0.798246,4.002261,-0.933249,1.990635,5.860019
72500.000000,43,0.798299,4.002147,-0.502232,1.990593,5.001887
72600.000000,43,0.798309,4.001112,-0.321843,1.990579,4.641765
72700.000000,43,0.798375,4.009425,-0.684417,1.990743,5.371924
72800.000000,43,0.798662,4.034978,-0.553622,1.990865,5.137164
72900.000000,43,0.798629,4.032847,-0.518066,1.990782,5.064203
73000.000000,43,0.798537,4.030707,-0.597283,1.990630,5.219676
73100.000000,43,0.798540,4.040809,-0.259631,1.990848,4.557695
73200.000000,43,0.798241,4.036762,0.073809,1.990342,3.889857
73300.000000,43,0.798356,4.042030,-0.084291,1.990518,4.209814
73400.000000,43,0.798397,4.039781,0.484273,1.990518,3.075827
73500.000000,43,0.798632,4.051788,0.893309,1.990993,2.273216
73600.000000,43,0.798639,4.050910,1.190194,1.991005,1.681227
73700.000000,43,0.798568,4.049537,0.865821,1.990760,2.325896
73800.000000,43,0.798551,4.048196,1.163768,1.990596,1.731603
73900.000000,43,0.798512,4.046889,1.038100,1.990568,1.980479
74000.000000,43,0.798585,4.047173,1.235521,1.990500,1.587868
74100.000000,43,0.798474,4.045265,0.933493,1.990486,2.187160
74200.000000,43,0.798523,4.044305,0.940571,1.990701,2.171909
74300.000000,43,0.798483,4.041782,0.506492,1.990579,3.033570
74400.000000,43,0.798446,4.039403,0.705536,1.990739,2.634864
74500.000000,43,0.798446,4.038763,1.251543,1.990671,1.547353
74600.000000,43,0.798579,4.039512,1.623566,1.990764,0.807374
74700.000000,43,0.798672,4.043468,1.605077,1.990964,0.847817
74800.000000,43,0.798734,4.044068,1.581646,1.990963,0.895071
74900.000000,43,0.798837,4.046246,1.329972,1.991055,1.398199
75000.000000,43,0.798817,4.044660,1.488549,1.991053,1.080880
75100.000000,43,0.798726,4.043155,1.404923,1.990799,1.246236
75200.000000,43,0.798625,4.040626,1.743915,1.990678,0.569052
75300.000000,43,0.798681,4.039141,1.815834,1.990531,0.424667
75400.000000,43,0.798912,4.044242,1.969416,1.990676,0.123772
75500.000000,43,0.799154,4.050660,1.823712,1.990861,0.419903
75600.000000,43,0.799332,4.063146,1.841628,1.991005,0.396455
75700.000000,43,0.799337,4.063961,1.696058,1.991083,0.686968
75800.000000,43,0.799258,4.062089,1.972135,1.990871,0.135823
75900.000000,43,0.799239,4.061378,2.266409,1.990738,-0.450449
76000.000000,43,0.799114,4.058966,2.186124,1.990513,-0.292544
76100.000000,43,0.799223,4.059356,1.730668,1.990749,0.614031
76200.000000,43,0.799080,4.056672,1.985215,1.990564,0.104975
76300.000000,43,0.799078,4.054754,1.823677,1.990550,0.424633
76400.000000,43,0.798802,4.051683,1.969769,1.990262,0.131328
76500.000000,43,0.798693,4.049043,1.806511,1.990248,0.453638
76600.000000,43,0.798536,4.046123,1.483008,1.990339,1.094434
76700.000000,43,0.798618,4.048307,1.213401,1.990404,1.633148
76800.000000,43,0.798615,4.046761,1.854769,1.990299,0.355215
76900.000000,43,0.798629,4.048362,1.811722,1.990091,0.442869
77000.000000,43,0.798520,4.046277,1.614617,1.990000,0.833189
77100.000000,43,0.798568,4.046070,1.405721,1.989909,1.248813
77200.000000,43,0.798423,4.043041,1.972649,1.989858,0.117750
77300.000000,43,0.798348,4.040529,1.834732,1.989871,0.389650
77400.000000,43,0.798378,4.039874,1.814064,1.990013,0.429863
77500.000000,43,0.798354,4.037706,2.008297,1.990065,0.041066
77600.000000,43,0.798497,4.043926,2.062231,1.990322,-0.060578
77700.000000,43,0.798539,4.043688,2.086423,1.990425,-0.109180
77800.000000,43,0.798474,4.043459,2.135198,1.990026,-0.205639
77900.000000,43,0.798504,4.045833,1.786322,1.990039,0.490983
78000.000000,43,0.798448,4.043387,1.359841,1.989923,1.337407
78100.000000,43,0.798403,4.041126,1.409366,1.989731,1.236867
78200.000000,43,0.798299,4.038779,1.625588,1.989693,0.804358
78300.000000,43,0.798295,4.036841,1.626944,1.989770,0.799596
78400.000000,43,0.798434,4.038116,1.743874,1.989911,0.567963
78500.000000,43,0.798331,4.036040,1.580228,1.989732,0.891808
78600.000000,43,0.798402,4.038369,1.538993,1.989835,0.976027
78700.000000,43,0.798287,4.036821,1.565809,1.989657,0.921397
78800.000000,43,0.798127,4.034230,1.777485,1.989556,0.497825
78900.000000,43,0.798153,4.033333,2.094045,1.989544,-0.132861
79000.000000,43,0.798324,4.035511,1.876617,1.989785,0.301448
79100.000000,43,0.798215,4.034487,1.644659,1.989444,0.762531
79200.000000,43,0.798246,4.034348,1.437269,1.989533,1.174854
79300.000000,43,0.798226,4.033258,1.447999,1.989559,1.152378
79400.000000,43,0.798304,4.035489,1.340045,1.989559,1.369390
79500.000000,43,0.798218,4.032995,0.782127,1.989270,2.477133
79600.000000,43,0.798222,4.031268,0.877674,1.989560,2.285083
79700.000000,43,0.798223,4.030353,0.863316,1.989737,2.312582
79800.000000,43,0.798245,4.030112,1.170384,1.989862,1.701209
79900.000000,43,0.798188,4.029211,1.493841,1.989912,1.056598
80000.000000,43,0.798195,4.028559,1.373626,1.989912,1.295162
80100.000000,43,0.798318,4.031866,1.489886,1.989938,1.067087
80200.000000,43,0.798116,4.029021,1.555205,1.990025,0.934125
80300.000000,43,0.798122,4.028515,1.417659,1.990249,1.207021
80400.000000,43,0.798260,4.043460,1.514326,1.990286,1.029519
80500.000000,43,0.798204,4.041591,1.574335,1.990484,0.907903
80600.000000,43,0.798345,4.048807,1.255070,1.990682,1.550361
80700.000000,43,0.798461,4.051187,1.344786,1.990843,1.373930
80800.000000,43,0.798415,4.048728,1.347011,1.990780,1.367126
80900.000000,43,0.798517,4.057240,1.346824,1.991088,1.375595
81000.000000,44,0.798758,4.093709,1.001776,1.991568,2.098604
81100.000000,44,0.799013,4.111975,1.437841,1.991603,1.248366
81200.000000,44,0.799018,4.110977,1.686601,1.991515,0.752087
81300.000000,44,0.799246,4.122923,1.848104,1.991857,0.441763
81400.000000,44,0.799252,4.122144,1.783704,1.991806,0.569351
81500.000000,44,0.799215,4.120913,1.980404,1.991669,0.176604
81600.000000,44,0.799129,4.119583,3.357873,1.991458,-2.567482
81700.000000,44,0.799009,4.118151,3.395435,1.991261,-2.643045
81800.000000,44,0.798929,4.115464,2.719737,1.991002,-1.299540
81900.000000,44,0.798957,4.114716,2.765804,1.990904,-1.391732
82000.000000,44,0.798866,4.114233,2.833056,1.990817,-1.525862
82100.000000,44,0.798778,4.114708,2.541558,1.990585,-0.944478
82200.000000,44,0.798792,4.114221,2.617518,1.990401,-1.095690
